"traffic_index","traffic_co2_index",property_price_to_income_ratio
195.97998831814274,6474.285714285715,27.7321046908
297.3039268004206,13965,19.9468085106
549.1361828722677,1500,16.8972332016
34.830573560519916,266,18.4
549.1361828722677,1500,16.8972332016
171.70785867233013,6513.679012345679,6.2356631065
99.48771305910167,2616.666666666667,7.1668909825
192.8732819167512,8536.181818181818,4.11534606956
170.08872171276573,7085.272727272727,2.11353927654
69.93070330044094,1824,12.4885179297
115.38636352804855,5564.615384615385,4.12175736309
82.13550772366294,2660,7.1865498122
124.894897571354,5805.314285714286,2.22669596467
291.30793542183187,5554,13.475155744
100.52551598178174,2126.5555555555557,12.5424599566
164.19151905964404,3135.333333333333,18.885261453
198.3401758266625,7980,8.72727272727
175.22547068428932,9439.589743589744,3.06113541077
156.87442222987676,6079.333333333334,4.20490809919
208.82673588586064,6901.200000000002,9.29144560813
165.3669205704717,3210.9454545454546,11.2281798499
108.34560566871323,4804.75,3.31375420031
112.1471226667711,5605,1.82088345562
208.82673588586064,6901.200000000002,9.29144560813
168.83553797141946,4787.8709677419365,9.09854763529
120.48793456574822,6650,4.41470615646
103.92445455625727,4873.806451612903,10.5059081214
165.3669205704717,3210.9454545454546,11.2281798499
199.65958025789217,8089.135135135135,3.20835858397
240.65489359852512,11105.528301886794,7.92575087022
94.26458294683943,1800,21.3750463534
250.39944296722683,3233.0000000000005,26.6666666667
202.71572533840578,7917.91724137931,6.22742641158
229.50043224632722,11970,3.3690684983
99.9650471956716,2531.142857142857,6.25641025641
151.47740281280028,6965.849056603773,4.837613643
431.70997526114564,19285,55.4628938055
195.61050637428414,7161.784615384616,8.60107652785
221.42487836456738,10225.940594059404,2.96349502289
108.4131200521947,4902,3.32787031766
165.3669205704717,3210.9454545454546,11.2281798499
171.96422895477733,8758.27027027027,2.9072988066
202.71572533840578,7917.91724137931,6.22742641158
196.88908467926848,8709.650793650793,3.82760088228
171.02203379244412,9350.923076923076,1.97301334006
156.87442222987676,6079.333333333334,4.20490809919
276.5364814619852,8310.969696969698,32.3196296296
276.5364814619852,8310.969696969698,32.3196296296
178.33976013435182,2188.275,20.6698542891
114.5283001363052,5586,4.13960962716
100.15226716804311,3990,5.27649006623
95.22669007554417,4522,1.46528090381
165.31338594125805,3990,4.50431034483
195.96012720857092,7116.25,8.5072863332
194.51328576574076,7145.254901960784,3.56600021313
109.85976519061596,5472,5.38345190911
58.461190406898346,1662.5,6.84538653367
193.2208993977159,8143,4.92765471674
165.3669205704717,3210.9454545454546,11.2281798499
128.4068295774684,1181.4716981132076,13.0909837031
109.47279917022293,900,12.476491904
135.631595487299,3318.740740740741,10.9203177258
131.9148768508581,7302.909090909091,2.09362841307
133.29468980310625,6937.0526315789475,2.80215977528
165.3669205704717,3210.9454545454546,11.2281798499
178.31086764073106,5554.88695652174,6.88978524649
207.0944657759862,5655,7.0625
178.31086764073106,5554.88695652174,6.88978524649
131.9148768508581,7302.909090909091,2.09362841307
195.61050637428414,7161.784615384616,8.60107652785
148.29117466796762,7361.029411764705,2.78842519747
349.49111251047924,9500,7.8573852535
115.77551599975443,5798.8,4.10272308067
193.2208993977159,8143,4.92765471674
69.51903482238676,2660,4.26334236687
77.84713808186538,1622,13.5667391304
212.99679254577256,4503.230769230769,17.5187211982
76.13444744640964,2660,11.9047619048
212.764022856832,5647.09090909091,17.6092812708
284.0174710872594,600,13.3777880859
87.17441838662548,2660,12.2663551402
124.50637272105911,5763.333333333334,19.786852825
143.65649576735836,7813.75,6.81309510678
107.77165621143378,2561.6382978723404,13.2589745971
215.23234934341272,10370.285714285712,6.03774216308
184.39401901199463,7780.839333333334,11.1648237495
126.80425623805324,6426.307692307692,2.26758612151
117.92485057405952,3808.9090909090905,3.44277995258
178.31086764073106,5554.88695652174,6.88978524649
86.97510490019191,3620,223.684210526
169.51562283275075,2917.5000000000005,13.5692693007
194.51328576574076,7145.254901960784,3.56600021313
126.80425623805324,6426.307692307692,2.26758612151
124.59153193938177,4786.954545454545,7.93270640326
59.730217066087846,800.7692307692307,8.50931677019
116.16746364123286,1907.04,11.8891452991
165.3669205704717,3210.9454545454546,11.2281798499
116.4592577550391,4477.999999999999,20.8829834373
188.84916516884792,5564.3076923076915,7.38594872027
120.93777971869483,2734.857142857143,28.1367814311
117.84904538935609,6206.666666666666,3.56121968873
97.54122853451214,3990.25,5.56482187798
111.63878790728393,5033.538461538462,5.81146931463
387.09727004737664,17733.333333333336,1.65459635456
258.81928096642616,12856.666666666668,2.3874114232
220.70857768870397,10608.503311258277,8.61890593743
144.441075417332,6222.318181818182,3.15461580016
218.9721208616956,10724.951219512197,3.57949368438
140.23578283044853,3466.6666666666665,4.2801704459
133.37247034158202,7536.666666666666,3.08641975309
209.39085677219165,7562.428571428572,2.15266770267
210.9692142192337,10248.541666666668,2.76957425079
105.34461683072547,5320,3.33333333333
269.70986521903507,12901,4.04929577465
178.33976013435182,2188.275,20.6698542891
144.34357751567933,6958.1578947368425,2.12380252716
156.87442222987676,6079.333333333334,4.20490809919
196.88908467926848,8709.650793650793,3.82760088228
113.14867485518529,4833.333333333334,9.89583333333
95.18076531442058,3325,18.4722308334
98.95949464942143,2886.4,7.54934210526
208.82673588586064,6901.200000000002,9.29144560813
175.22547068428932,9439.589743589744,3.06113541077
104.64530527066178,3167.806451612903,8.63362928836
99.69346156235058,4631.529411764705,2.80048760287
112.1471226667711,5605,1.82088345562
67.99532886737884,1330.8,8.125
170.5508573894471,7639.75,13.9352137186
117.84904538935609,6206.666666666666,3.56121968873
111.70018904072688,5440,20.7
130.74548458381634,6629.3125,2.21148870449
92.18076645745757,3635.5555555555557,2.93320770049
96.75303832848671,2750.0000000000005,15.5303030303
153.4455266289404,1563,9.13259261613
73.07139056579253,1351.5555555555557,14.7250972222
199.65958025789217,8089.135135135135,3.20835858397
151.51700771160623,8284,3.4904282559
151.51700771160623,8284,3.4904282559
182.91709115939318,6671.367088607594,6.48602366873
124.894897571354,5805.314285714286,2.22669596467
208.82673588586064,6901.200000000002,9.29144560813
129.88811221968277,6498,2.69891562932
119.04580786618621,6224.4,4.35078381808
112.1471226667711,5605,1.82088345562
133.29468980310625,6937.0526315789475,2.80215977528
151.47740281280028,6965.849056603773,4.837613643
176.46726754089434,8431.407089719627,4.0210559199
89.65377468486119,3990,1.72819315121
111.23624900610774,4772.35294117647,1.65623803834
108.34560566871323,4804.75,3.31375420031
129.88811221968277,6498,2.69891562932
104.56659692593459,3803.181818181818,5.95142382342
156.47605534108445,4508.500000000001,11.4117647059
128.82937930603995,5109.999999999999,8.06010928962
95.48214484344457,3059,2.78794977009
103.98870127978995,2748.666666666667,1.73376202254
115.77551599975443,5798.8,4.10272308067
151.47740281280028,6965.849056603773,4.837613643
111.63878790728393,5033.538461538462,5.81146931463
141.81311237684147,4959.527777777777,4.32887715757
128.27515971325516,1197,9.7853731061
172.19350838415798,8512,7.08068629781
129.88811221968277,6498,2.69891562932
117.7045367497631,6004,6.369375
105.81852365599809,3635.333333333333,8.69385723866
142.81465004425883,4341.777777777778,6.21831280251
107.15813334600831,300,11.2067098282
319.59136204174706,6102.5,13.0463115767
