"purchasing_power_incl_rent_index","restaurant_price_index",cpi_index
32.355678596310014,21.204638689960557,33.3962870679
36.128302671189054,12.703982222300223,32.5875263041
30.77812696123293,14.915951495870175,31.2993776331
32.26949880263707,12.074203339276805,30.0970324343
30.77812696123293,14.915951495870175,31.2993776331
131.81916858133826,78.89752959274064,75.4625711591
72.09760325914047,79.56091269199963,79.9168023137
98.47023426799632,68.37208420542392,70.7523544738
120.63682042489796,60.31225186199294,63.1656371302
46.83488377222082,33.55415391590541,40.5682628313
123.50617089823588,64.89636664978664,71.410569557
65.99456865121401,57.29784402860941,57.3653730706
126.55057630037916,66.07264820140932,66.468250334
38.01205335946738,20.51910512645323,33.1145519177
69.29041886661246,40.97459868827689,48.4325783726
89.18557767777297,84.51129228520784,84.2329519634
18.781413991586643,25.616847199691218,43.1858290533
128.26729872034073,71.96670962893187,69.3564190731
87.82224492555596,76.0375809198182,82.2476974359
131.57292520261336,93.51422064609748,92.3859908893
99.99999999999997,100,100
133.74302110413427,64.91593894304008,63.6933284086
120.28657055303577,60.393317750031514,63.3275052658
131.57292520261336,93.51422064609748,92.3859908893
95.69315388726334,84.88196195827541,68.7016185869
116.68326852267646,63.118363553992005,62.4215290242
89.25454981139505,48.818803904551444,48.7946538622
99.99999999999997,100,100
116.68815079840056,75.22524577231646,80.6375590411
108.72813121709099,86.83453416484598,79.7862716704
61.29525416029663,27.187881651982533,62.3870906169
10.777032832658149,27.137123458112477,54.523887618
137.6343179522255,82.52432756982398,84.8283186479
117.25634043357172,73.41972878275385,108.208122571
126.41838749953314,57.072373467715295,65.4445993792
124.5450714148292,72.53860453119383,75.2912217443
12.556985665604445,31.29996046952111,51.8133093043
118.6373082324226,82.57931767112355,83.6703329706
143.69056038215,72.21754461181233,72.483854361
115.38967975503893,61.837697764946334,67.9098895235
99.99999999999997,100,100
136.59606497909104,77.82034538848143,68.0113205475
137.6343179522255,82.52432756982398,84.8283186479
145.6052029446711,47.14878236958395,51.4524646423
132.02763665194993,69.17003960211217,69.7359577823
87.82224492555596,76.0375809198182,82.2476974359
27.586022409551692,34.605416745641634,42.1565551299
27.586022409551692,34.605416745641634,42.1565551299
95.61800830953707,86.08655880830051,81.6550862144
103.3525541236074,71.36850204108491,66.4612498384
119.93747206564392,78.80688592362948,69.0324841369
130.78849892495197,69.87258653419097,79.1745756179
37.56490009102188,44.93771100478427,63.5191329976
101.85716637937317,70.19856938614046,64.4584713886
131.27397346906855,80.9105290027638,78.6917558849
58.07780059696629,43.94152256442542,68.5747994897
93.60722029948177,73.67824926057344,64.5690523638
123.45574311283573,86.7112027866545,93.1329625805
99.99999999999997,100,100
103.68537915321747,52.73364223542676,86.6704264641
84.60301803719557,76.03231235887561,78.2333147031
48.28525081768795,31.312043107994512,34.9306969018
120.36217248179244,64.86805808246856,65.1220533733
100.4878476200258,76.29359329056716,71.1346754184
99.99999999999997,100,100
109.92684957951946,59.58457669348144,62.7280670596
80.3411744865382,52.58200951148467,62.4293891015
109.92684957951946,59.58457669348144,62.7280670596
120.36217248179244,64.86805808246856,65.1220533733
118.6373082324226,82.57931767112355,83.6703329706
138.6298304477653,72.02586881072257,66.4425870456
35.74087815682752,39.10335761783112,56.1501426403
97.96183780598746,68.63451157419259,71.6679161025
123.45574311283573,86.7112027866545,93.1329625805
96.6741334565897,67.24335254167846,66.1727066103
38.7366369588492,23.22064009429565,33.2078166575
37.75939482907931,28.90408786097597,36.2813164311
38.015525132979846,34.98148212859548,39.6357543948
43.33942691010697,26.44906057259069,38.546357404
38.155630460232814,25.46485426903909,34.4613516375
43.097619252463346,21.859086187154503,31.0056941368
24.011088572984566,42.18582054745867,45.7703207145
58.11745883300369,40.43250470518799,46.3193772641
78.1593262083418,58.60393268111225,60.385036896
85.21988634099672,83.14654532970542,80.8921119005
50.21578829962967,28.427189462867307,32.2468486801
138.97203643819546,70.91473430577767,67.4128168405
110.57445423605262,72.44120678315029,75.033449299
109.92684957951946,59.58457669348144,62.7280670596
23.645801569531105,29.508750267130875,34.9336699228
86.88520764336623,94.20088324306808,91.0352360235
131.27397346906855,80.9105290027638,78.6917558849
138.97203643819546,70.91473430577767,67.4128168405
100.20994450633043,61.57753456669164,67.1469008004
104.31594622727147,64.47753069149351,68.6408408479
108.33933391723517,84.70547319536672,78.140309316
99.99999999999997,100,100
36.99257596148193,26.39504893095036,56.4737311339
68.98030521873319,16.931170986484602,23.6706634212
75.10773221674654,25.806597974650668,40.3425112013
130.97896881053487,62.242899961436,61.7508154507
107.06283747418273,65.35021923799334,64.5648656681
131.7688767540993,77.24085719120569,82.5922036501
95.27830326879786,41.97392960443199,48.2001294699
64.85531135877478,57.4634585806018,53.2992098724
73.23920473939664,42.21811499088283,42.9804081372
90.90499714820757,38.244016407713865,40.1251615745
89.16884240712352,42.82803915746992,45.4872230668
109.57637279249523,68.07372703277173,68.9118617391
77.65826064259738,36.72946442920547,42.8451494206
68.5759676919725,35.95403369316922,42.0237965449
77.09771268383902,42.07202679118311,46.2420499126
69.36658901009544,37.75885660970365,40.5099818354
66.86769122562565,43.249907479997916,46.6606288554
95.61800830953707,86.08655880830051,81.6550862144
113.54549361872479,71.14553752920834,67.3096212025
87.82224492555596,76.0375809198182,82.2476974359
145.6052029446711,47.14878236958395,51.4524646423
30.5104201703204,29.93631432366193,38.9492194875
57.486800906537425,12.271766219223665,22.0780250672
84.84313241831435,52.49308797315562,58.8929568677
131.57292520261336,93.51422064609748,92.3859908893
128.26729872034073,71.96670962893187,69.3564190731
101.054577465797,82.23284535322807,69.584657177
126.51677731281859,63.92080801510234,65.7746260901
120.28657055303577,60.393317750031514,63.3275052658
79.71354267058973,55.53913584935513,56.5781890437
37.56684140445411,35.045158473543495,42.3595164316
130.97896881053487,62.242899961436,61.7508154507
27.17847258362968,39.26970812402486,52.7170690357
132.78892686844847,60.41910468272695,62.5845037877
126.5347831509162,68.20763135186553,66.0202780176
55.0407268732754,26.403522496723316,26.4648473693
51.96009614038785,33.90422225597219,30.2109250001
55.64032823688054,23.218600918282963,31.0407881921
116.68815079840056,75.22524577231646,80.6375590411
115.08319821965895,81.16326262661653,72.0807566852
115.08319821965895,81.16326262661653,72.0807566852
130.33963199564363,75.60170617965731,71.8334590234
126.55057630037916,66.07264820140932,66.468250334
131.57292520261336,93.51422064609748,92.3859908893
109.81937445063473,71.66097448306869,65.142020305
114.19752027194761,81.33890732554538,76.2870670811
120.28657055303577,60.393317750031514,63.3275052658
100.4878476200258,76.29359329056716,71.1346754184
124.5450714148292,72.53860453119383,75.2912217443
141.2937413753897,75.50092276066064,71.2159635791
101.7103342865911,51.61703547908725,64.4270983776
133.09313190338904,60.51913937048054,60.6648885922
133.74302110413427,64.91593894304008,63.6933284086
109.81937445063473,71.66097448306869,65.142020305
110.035103756073,71.3231224598181,72.8256678044
141.46536279029743,61.7651782266656,63.4402314471
109.09843863883873,74.33430149137716,66.5416963326
109.40277816107591,66.50084435405704,63.2050083887
94.02368956867923,64.95924410130662,80.9899044276
97.96183780598746,68.63451157419259,71.6679161025
124.5450714148292,72.53860453119383,75.2912217443
131.7688767540993,77.24085719120569,82.5922036501
123.30740352781075,61.73140331740436,65.6252366676
82.07489679407064,40.65453120227873,48.1800234911
157.06194023650542,68.53323454723362,68.1765479674
109.81937445063473,71.66097448306869,65.142020305
40.010397885956294,24.128763907817426,28.7288324433
92.262829975077,67.98159276995712,78.1944625885
123.59655772975412,60.0927856024085,61.0714128798
36.67050216409161,23.021425219512743,30.4435028489
36.42683989752603,32.95154620058957,38.0564827204
33.90119079991284,33.05535597489257,42.0791712202
47.37546573846955,41.01218143051961,46.1383667529
24.99729783039688,20.126132577668233,33.6285026763
38.90549582040452,32.15655931355563,38.8626581947
137.5098098135503,79.15561506114422,73.0373358663
35.739055240900385,30.959942210986824,41.3205977168
39.934351294248046,31.617506795777082,39.7116510554
109.47084531449427,59.98951433819513,70.0296691762
40.293487492044235,28.49984230400316,42.1224959042
