"traffic_time_index","traffic_co2_index",property_price_to_income_ratio
44.71428571428572,6474.285714285715,27.7321046908
55.5,13965,19.9468085106
105,1500,16.8972332016
13.5,266,18.4
105,1500,16.8972332016
39.25925925925926,6513.679012345679,6.2356631065
30,2616.666666666667,7.1668909825
40.27272727272727,8536.181818181818,4.11534606956
37.54545454545455,7085.272727272727,2.11353927654
17.285714285714285,1824,12.4885179297
25.076923076923077,5564.615384615385,4.12175736309
20,2660,7.1865498122
28.485714285714288,5805.314285714286,2.22669596467
61.980000000000004,5554,13.475155744
30.611111111111107,2126.5555555555557,12.5424599566
43.31333333333334,3135.333333333333,18.885261453
43.333333333333336,7980,8.72727272727
36.23076923076923,9439.589743589744,3.06113541077
36.46666666666667,6079.333333333334,4.20490809919
46.030769230769245,6901.200000000002,9.29144560813
43.185227272727275,3210.9454545454546,11.2281798499
23.416666666666668,4804.75,3.31375420031
21.714285714285715,5605,1.82088345562
46.030769230769245,6901.200000000002,9.29144560813
41.49354838709677,4787.8709677419365,9.09854763529
25,6650,4.41470615646
20.451612903225808,4873.806451612903,10.5059081214
43.185227272727275,3210.9454545454546,11.2281798499
42.64864864864865,8089.135135135135,3.20835858397
47.65094339622642,11105.528301886794,7.92575087022
30,1800,21.3750463534
58.50000000000001,3233.0000000000005,26.6666666667
43.62758620689656,7917.91724137931,6.22742641158
45,11970,3.3690684983
29.85714285714286,2531.142857142857,6.25641025641
34.09575471698113,6965.849056603773,4.837613643
72.5,19285,55.4628938055
43.41538461538461,7161.784615384616,8.60107652785
45.0990099009901,10225.940594059404,2.96349502289
22.999999999999996,4902,3.32787031766
43.185227272727275,3210.9454545454546,11.2281798499
36.27027027027027,8758.27027027027,2.9072988066
43.62758620689656,7917.91724137931,6.22742641158
41.402116402116405,8709.650793650793,3.82760088228
35.19230769230769,9350.923076923076,1.97301334006
36.46666666666667,6079.333333333334,4.20490809919
56.96969696969696,8310.969696969698,32.3196296296
56.96969696969696,8310.969696969698,32.3196296296
47.568749999999994,2188.275,20.6698542891
26,5586,4.13960962716
25,3990,5.27649006623
17,4522,1.46528090381
42.5,3990,4.50431034483
43.75,7116.25,8.5072863332
43.25490196078431,7145.254901960784,3.56600021313
21.857142857142858,5472,5.38345190911
10,1662.5,6.84538653367
41.62903225806452,8143,4.92765471674
43.185227272727275,3210.9454545454546,11.2281798499
40.61320754716981,1181.4716981132076,13.0909837031
37.5,900,12.476491904
37.111111111111114,3318.740740740741,10.9203177258
27.454545454545453,7302.909090909091,2.09362841307
28.894736842105264,6937.0526315789475,2.80215977528
43.185227272727275,3210.9454545454546,11.2281798499
42.05217391304348,5554.88695652174,6.88978524649
48,5655,7.0625
42.05217391304348,5554.88695652174,6.88978524649
27.454545454545453,7302.909090909091,2.09362841307
43.41538461538461,7161.784615384616,8.60107652785
32.57352941176471,7361.029411764705,2.78842519747
68,9500,7.8573852535
24.8,5798.8,4.10272308067
41.62903225806452,8143,4.92765471674
10,2660,4.26334236687
26.4,1622,13.5667391304
50.38461538461538,4503.230769230769,17.5187211982
15,2660,11.9047619048
48.45454545454545,5647.09090909091,17.6092812708
70,600,13.3777880859
22.5,2660,12.2663551402
28.333333333333336,5763.333333333334,19.786852825
29.375,7813.75,6.81309510678
31.72340425531915,2561.6382978723404,13.2589745971
43.73809523809524,10370.285714285712,6.03774216308
40.541,7780.839333333334,11.1648237495
27.5,6426.307692307692,2.26758612151
30.36363636363636,3808.9090909090905,3.44277995258
42.05217391304348,5554.88695652174,6.88978524649
16,3620,223.684210526
44.58333333333333,2917.5000000000005,13.5692693007
43.25490196078431,7145.254901960784,3.56600021313
27.5,6426.307692307692,2.26758612151
31,4786.954545454545,7.93270640326
21.538461538461544,800.7692307692307,8.50931677019
35.92,1907.04,11.8891452991
43.185227272727275,3210.9454545454546,11.2281798499
29.111111111111107,4477.999999999999,20.8829834373
44.18803418803419,5564.3076923076915,7.38594872027
34.92857142857142,2734.857142857143,28.1367814311
23.7,6206.666666666666,3.56121968873
20.375,3990.25,5.56482187798
25.30769230769231,5033.538461538462,5.81146931463
68.33333333333334,17733.333333333336,1.65459635456
50,12856.666666666668,2.3874114232
44.52317880794701,10608.503311258277,8.61890593743
33.36363636363637,6222.318181818182,3.15461580016
43.94512195121951,10724.951219512197,3.57949368438
37.13333333333334,3466.6666666666665,4.2801704459
28.333333333333332,7536.666666666666,3.08641975309
45.5,7562.428571428572,2.15266770267
42.66666666666667,10248.541666666668,2.76957425079
20,5320,3.33333333333
51,12901,4.04929577465
47.568749999999994,2188.275,20.6698542891
32,6958.1578947368425,2.12380252716
36.46666666666667,6079.333333333334,4.20490809919
41.402116402116405,8709.650793650793,3.82760088228
28,4833.333333333334,9.89583333333
25,3325,18.4722308334
28.4,2886.4,7.54934210526
46.030769230769245,6901.200000000002,9.29144560813
36.23076923076923,9439.589743589744,3.06113541077
29.516129032258068,3167.806451612903,8.63362928836
19.325882352941175,4631.529411764705,2.80048760287
21.714285714285715,5605,1.82088345562
20.8,1330.8,8.125
37.25,7639.75,13.9352137186
23.7,6206.666666666666,3.56121968873
24.166666666666668,5440,20.7
29.1875,6629.3125,2.21148870449
19.22222222222223,3635.5555555555557,2.93320770049
28,2750.0000000000005,15.5303030303
45.5,1563,9.13259261613
24.27777777777778,1351.5555555555557,14.7250972222
